"","Region","TIME_FY","Time","Value","dist_from_syd"
"3018","Dorrigo",2009,"2008-09",-14,NA
"3019","Dorrigo",2010,"2009-10",11,NA
"3020","Dorrigo",2011,"2010-11",-57,NA
"3021","Dorrigo",2012,"2011-12",-30,NA
"3022","Dorrigo",2013,"2012-13",-25,NA
"3023","Dorrigo",2014,"2013-14",-24,NA
"3024","Dorrigo",2015,"2014-15",2,NA
"3025","Korora - Emerald Beach",2007,"2006-07",-117,NA
"3026","Korora - Emerald Beach",2008,"2007-08",-87,NA
"3027","Korora - Emerald Beach",2009,"2008-09",-1,NA
"3028","Korora - Emerald Beach",2010,"2009-10",24,NA
"3029","Korora - Emerald Beach",2011,"2010-11",-139,NA
"3030","Korora - Emerald Beach",2012,"2011-12",21,NA
"3031","Korora - Emerald Beach",2013,"2012-13",10,NA
"3032","Korora - Emerald Beach",2014,"2013-14",47,NA
"3033","Korora - Emerald Beach",2015,"2014-15",57,NA
"3034","Sawtell - Boambee",2007,"2006-07",-49,NA
"3035","Sawtell - Boambee",2008,"2007-08",-69,NA
"3036","Sawtell - Boambee",2009,"2008-09",-88,NA
"3037","Sawtell - Boambee",2010,"2009-10",7,NA
"3038","Sawtell - Boambee",2011,"2010-11",-12,NA
"3039","Sawtell - Boambee",2012,"2011-12",-46,NA
"3040","Sawtell - Boambee",2013,"2012-13",-67,NA
"3041","Sawtell - Boambee",2014,"2013-14",-113,NA
"3042","Sawtell - Boambee",2015,"2014-15",8,NA
"3043","Urunga",2007,"2006-07",131,NA
"3044","Urunga",2008,"2007-08",-72,NA
"3045","Urunga",2009,"2008-09",-70,NA
"3046","Urunga",2010,"2009-10",17,NA
"3047","Urunga",2011,"2010-11",-34,NA
"3048","Urunga",2012,"2011-12",-24,NA
"3049","Urunga",2013,"2012-13",-81,NA
"3050","Urunga",2014,"2013-14",20,NA
"3051","Urunga",2015,"2014-15",86,NA
"3052","Woolgoolga - Arrawarra",2007,"2006-07",166,NA
"3053","Woolgoolga - Arrawarra",2008,"2007-08",229,NA
"3054","Woolgoolga - Arrawarra",2009,"2008-09",36,NA
"3055","Woolgoolga - Arrawarra",2010,"2009-10",155,NA
"3056","Woolgoolga - Arrawarra",2011,"2010-11",104,NA
"3057","Woolgoolga - Arrawarra",2012,"2011-12",-63,NA
"3058","Woolgoolga - Arrawarra",2013,"2012-13",72,NA
"3059","Woolgoolga - Arrawarra",2014,"2013-14",89,NA
"3060","Woolgoolga - Arrawarra",2015,"2014-15",-33,NA
"3061","Bourke - Brewarrina",2007,"2006-07",-236,NA
"3062","Bourke - Brewarrina",2008,"2007-08",-130,NA
"3063","Bourke - Brewarrina",2009,"2008-09",-200,NA
"3064","Bourke - Brewarrina",2010,"2009-10",-161,NA
"3065","Bourke - Brewarrina",2011,"2010-11",-48,NA
"3066","Bourke - Brewarrina",2012,"2011-12",-108,NA
"3067","Bourke - Brewarrina",2013,"2012-13",-28,NA
"3068","Bourke - Brewarrina",2014,"2013-14",-178,NA
"3069","Bourke - Brewarrina",2015,"2014-15",-166,NA
"3070","Cobar",2007,"2006-07",-76,NA
"3071","Cobar",2008,"2007-08",-88,NA
"3072","Cobar",2009,"2008-09",-163,NA
"3073","Cobar",2010,"2009-10",-63,NA
"3074","Cobar",2011,"2010-11",-113,NA
"3075","Cobar",2012,"2011-12",-76,NA
"3076","Cobar",2013,"2012-13",34,NA
"3077","Cobar",2014,"2013-14",-27,NA
"3078","Cobar",2015,"2014-15",-46,NA
"3079","Coonamble",2007,"2006-07",-114,NA
"3080","Coonamble",2008,"2007-08",-94,NA
"3081","Coonamble",2009,"2008-09",-81,NA
"3082","Coonamble",2010,"2009-10",-39,NA
"3083","Coonamble",2011,"2010-11",-43,NA
"3084","Coonamble",2012,"2011-12",11,NA
"3085","Coonamble",2013,"2012-13",-1,NA
"3086","Coonamble",2014,"2013-14",-55,NA
"3087","Coonamble",2015,"2014-15",-47,NA
"3088","Nyngan - Warren",2007,"2006-07",-78,NA
"3089","Nyngan - Warren",2008,"2007-08",-134,NA
"3090","Nyngan - Warren",2009,"2008-09",-87,NA
"3091","Nyngan - Warren",2010,"2009-10",-31,NA
"3092","Nyngan - Warren",2011,"2010-11",-77,NA
"3093","Nyngan - Warren",2012,"2011-12",1,NA
"3094","Nyngan - Warren",2013,"2012-13",-43,NA
"3095","Nyngan - Warren",2014,"2013-14",-44,NA
"3096","Nyngan - Warren",2015,"2014-15",-22,NA
"3097","Walgett - Lightning Ridge",2007,"2006-07",-199,NA
"3098","Walgett - Lightning Ridge",2008,"2007-08",-176,NA
"3099","Walgett - Lightning Ridge",2009,"2008-09",-122,NA
"3100","Walgett - Lightning Ridge",2010,"2009-10",-98,NA
"3101","Walgett - Lightning Ridge",2011,"2010-11",-188,NA
"3102","Walgett - Lightning Ridge",2012,"2011-12",-85,NA
"3103","Walgett - Lightning Ridge",2013,"2012-13",-140,NA
"3104","Walgett - Lightning Ridge",2014,"2013-14",7,NA
"3105","Walgett - Lightning Ridge",2015,"2014-15",-49,NA
"3106","Broken Hill",2007,"2006-07",-66,NA
"3107","Broken Hill",2008,"2007-08",-166,NA
"3108","Broken Hill",2009,"2008-09",-418,NA
"3109","Broken Hill",2010,"2009-10",-291,NA
"3110","Broken Hill",2011,"2010-11",-41,NA
"3111","Broken Hill",2012,"2011-12",-47,NA
"3112","Broken Hill",2013,"2012-13",-159,NA
"3113","Broken Hill",2014,"2013-14",-84,NA
"3114","Broken Hill",2015,"2014-15",-215,NA
"3115","Far West",2007,"2006-07",-34,NA
"3116","Far West",2008,"2007-08",-70,NA
"3117","Far West",2009,"2008-09",-27,NA
"3118","Far West",2010,"2009-10",-37,NA
"3119","Far West",2011,"2010-11",-36,NA
"3120","Far West",2012,"2011-12",-4,NA
"3121","Far West",2013,"2012-13",-48,NA
"3122","Far West",2014,"2013-14",-43,NA
"3123","Far West",2015,"2014-15",-48,NA
"3124","Coonabarabran",2007,"2006-07",-86,NA
"3125","Coonabarabran",2008,"2007-08",60,NA
"3126","Coonabarabran",2009,"2008-09",-26,NA
"3127","Coonabarabran",2010,"2009-10",-58,NA
"3128","Coonabarabran",2011,"2010-11",-68,NA
"3129","Coonabarabran",2012,"2011-12",-106,NA
"3130","Coonabarabran",2013,"2012-13",-11,NA
"3131","Coonabarabran",2014,"2013-14",-70,NA
"3132","Coonabarabran",2015,"2014-15",-52,NA
"3133","Dubbo - East",2007,"2006-07",-80,NA
"3134","Dubbo - East",2008,"2007-08",-125,NA
"3135","Dubbo - East",2009,"2008-09",-148,NA
"3136","Dubbo - East",2010,"2009-10",-15,NA
"3137","Dubbo - East",2011,"2010-11",25,NA
"3138","Dubbo - East",2012,"2011-12",-21,NA
"3139","Dubbo - East",2013,"2012-13",-71,NA
"3140","Dubbo - East",2014,"2013-14",14,NA
"3141","Dubbo - East",2015,"2014-15",-76,NA
"3142","Dubbo - South",2007,"2006-07",-62,NA
"3143","Dubbo - South",2008,"2007-08",-46,NA
"3144","Dubbo - South",2009,"2008-09",-115,NA
"3145","Dubbo - South",2010,"2009-10",24,NA
"3146","Dubbo - South",2011,"2010-11",-6,NA
"3147","Dubbo - South",2012,"2011-12",22,NA
"3148","Dubbo - South",2013,"2012-13",-67,NA
"3149","Dubbo - South",2014,"2013-14",-16,NA
"3150","Dubbo - South",2015,"2014-15",-84,NA
"3151","Dubbo - West",2007,"2006-07",-33,NA
"3152","Dubbo - West",2008,"2007-08",9,NA
"3153","Dubbo - West",2009,"2008-09",26,NA
"3154","Dubbo - West",2010,"2009-10",17,NA
"3155","Dubbo - West",2011,"2010-11",-13,NA
"3156","Dubbo - West",2012,"2011-12",22,NA
"3157","Dubbo - West",2013,"2012-13",105,NA
"3158","Dubbo - West",2014,"2013-14",141,NA
"3159","Dubbo - West",2015,"2014-15",46,NA
"3160","Dubbo Region",2007,"2006-07",-147,NA
"3161","Dubbo Region",2008,"2007-08",-151,NA
"3162","Dubbo Region",2009,"2008-09",-177,NA
"3163","Dubbo Region",2010,"2009-10",-144,NA
"3164","Dubbo Region",2011,"2010-11",-126,NA
"3165","Dubbo Region",2012,"2011-12",-86,NA
"3166","Dubbo Region",2013,"2012-13",-145,NA
"3167","Dubbo Region",2014,"2013-14",-118,NA
"3168","Dubbo Region",2015,"2014-15",-134,NA
"3169","Gilgandra",2007,"2006-07",-89,NA
"3170","Gilgandra",2008,"2007-08",-35,NA
"3171","Gilgandra",2009,"2008-09",-22,NA
"3172","Gilgandra",2010,"2009-10",-23,NA
"3173","Gilgandra",2011,"2010-11",-70,NA
"3174","Gilgandra",2012,"2011-12",-42,NA
"3175","Gilgandra",2013,"2012-13",-40,NA
"3176","Gilgandra",2014,"2013-14",-60,NA
"3177","Gilgandra",2015,"2014-15",-109,NA
"3178","Narromine",2007,"2006-07",-77,NA
"3179","Narromine",2008,"2007-08",-20,NA
"3180","Narromine",2009,"2008-09",-44,NA
"3181","Narromine",2010,"2009-10",-53,NA
"3182","Narromine",2011,"2010-11",-75,NA
"3183","Narromine",2012,"2011-12",-31,NA
"3184","Narromine",2013,"2012-13",-47,NA
"3185","Narromine",2014,"2013-14",-80,NA
"3186","Narromine",2015,"2014-15",-90,NA
"3187","Wellington",2007,"2006-07",-191,NA
"3188","Wellington",2008,"2007-08",51,NA
"3189","Wellington",2009,"2008-09",15,NA
"3190","Wellington",2010,"2009-10",2,NA
"3191","Wellington",2011,"2010-11",-26,NA
"3192","Wellington",2012,"2011-12",-105,NA
"3193","Wellington",2013,"2012-13",18,NA
"3194","Wellington",2014,"2013-14",-80,NA
"3195","Wellington",2015,"2014-15",-59,NA
"3196","Branxton - Greta - Pokolbin",2007,"2006-07",133,NA
"3197","Branxton - Greta - Pokolbin",2008,"2007-08",94,NA
"3198","Branxton - Greta - Pokolbin",2009,"2008-09",95,NA
"3199","Branxton - Greta - Pokolbin",2010,"2009-10",74,NA
"3200","Branxton - Greta - Pokolbin",2011,"2010-11",164,NA
"3201","Branxton - Greta - Pokolbin",2012,"2011-12",201,NA
"3202","Branxton - Greta - Pokolbin",2013,"2012-13",109,NA
"3203","Branxton - Greta - Pokolbin",2014,"2013-14",126,NA
"3204","Branxton - Greta - Pokolbin",2015,"2014-15",170,NA
"3205","Cessnock",2007,"2006-07",182,NA
"3206","Cessnock",2008,"2007-08",184,NA
"3207","Cessnock",2009,"2008-09",265,NA
"3208","Cessnock",2010,"2009-10",173,NA
"3209","Cessnock",2011,"2010-11",316,NA
"3210","Cessnock",2012,"2011-12",248,NA
"3211","Cessnock",2013,"2012-13",188,NA
"3212","Cessnock",2014,"2013-14",220,NA
"3213","Cessnock",2015,"2014-15",274,NA
"3214","Cessnock Region",2007,"2006-07",-39,NA
"3215","Cessnock Region",2008,"2007-08",27,NA
"3216","Cessnock Region",2009,"2008-09",64,NA
"3217","Cessnock Region",2010,"2009-10",15,NA
"3218","Cessnock Region",2011,"2010-11",69,NA
"3219","Cessnock Region",2012,"2011-12",81,NA
"3220","Cessnock Region",2013,"2012-13",50,NA
"3221","Cessnock Region",2014,"2013-14",49,NA
"3222","Cessnock Region",2015,"2014-15",96,NA
"3223","Dungog",2007,"2006-07",-100,NA
"3224","Dungog",2008,"2007-08",9,NA
"3225","Dungog",2009,"2008-09",88,NA
"3226","Dungog",2010,"2009-10",14,NA
"3227","Dungog",2011,"2010-11",116,NA
"3228","Dungog",2012,"2011-12",132,NA
"3229","Dungog",2013,"2012-13",209,NA
"3230","Dungog",2014,"2013-14",173,NA
"3231","Dungog",2015,"2014-15",81,NA
"3232","Kurri Kurri - Abermain",2007,"2006-07",109,NA
"3233","Kurri Kurri - Abermain",2008,"2007-08",-57,NA
"3234","Kurri Kurri - Abermain",2009,"2008-09",-139,NA
"3235","Kurri Kurri - Abermain",2010,"2009-10",148,NA
"3236","Kurri Kurri - Abermain",2011,"2010-11",98,NA
"3237","Kurri Kurri - Abermain",2012,"2011-12",128,NA
"3238","Kurri Kurri - Abermain",2013,"2012-13",20,NA
"3239","Kurri Kurri - Abermain",2014,"2013-14",9,NA
"3240","Kurri Kurri - Abermain",2015,"2014-15",92,NA
"3241","Singleton",2007,"2006-07",-212,NA
"3242","Singleton",2008,"2007-08",-155,NA
"3243","Singleton",2009,"2008-09",-87,NA
"3244","Singleton",2010,"2009-10",-46,NA
"3245","Singleton",2011,"2010-11",-131,NA
"3246","Singleton",2012,"2011-12",-48,NA
"3247","Singleton",2013,"2012-13",-295,NA
"3248","Singleton",2014,"2013-14",-260,NA
"3249","Singleton",2015,"2014-15",-265,NA
"3250","Singleton Region",2007,"2006-07",10,NA
"3251","Singleton Region",2008,"2007-08",-15,NA
"3252","Singleton Region",2009,"2008-09",55,NA
"3253","Singleton Region",2010,"2009-10",57,NA
"3254","Singleton Region",2011,"2010-11",-16,NA
"3255","Singleton Region",2012,"2011-12",11,NA
"3256","Singleton Region",2013,"2012-13",-79,NA
"3257","Singleton Region",2014,"2013-14",-38,NA
"3258","Singleton Region",2015,"2014-15",-36,NA
"3259","Maitland",2007,"2006-07",165,NA
"3260","Maitland",2008,"2007-08",163,NA
"3261","Maitland",2009,"2008-09",145,NA
"3262","Maitland",2010,"2009-10",164,NA
"3263","Maitland",2011,"2010-11",210,NA
"3264","Maitland",2012,"2011-12",246,NA
"3265","Maitland",2013,"2012-13",206,NA
"3266","Maitland",2014,"2013-14",208,NA
"3267","Maitland",2015,"2014-15",232,NA
"3268","Maitland - East",2007,"2006-07",-133,NA
"3269","Maitland - East",2008,"2007-08",-245,NA
"3270","Maitland - East",2009,"2008-09",-175,NA
"3271","Maitland - East",2010,"2009-10",-129,NA
"3272","Maitland - East",2011,"2010-11",-94,NA
"3273","Maitland - East",2012,"2011-12",34,NA
"3274","Maitland - East",2013,"2012-13",14,NA
"3275","Maitland - East",2014,"2013-14",118,NA
"3276","Maitland - East",2015,"2014-15",19,NA
"3277","Maitland - North",2007,"2006-07",194,NA
"3278","Maitland - North",2008,"2007-08",194,NA
"3279","Maitland - North",2009,"2008-09",179,NA
"3280","Maitland - North",2010,"2009-10",193,NA
"3281","Maitland - North",2011,"2010-11",232,NA
"3282","Maitland - North",2012,"2011-12",279,NA
"3283","Maitland - North",2013,"2012-13",217,NA
"3284","Maitland - North",2014,"2013-14",249,NA
"3285","Maitland - North",2015,"2014-15",247,NA
"3286","Maitland - West",2007,"2006-07",490,NA
"3287","Maitland - West",2008,"2007-08",384,NA
"3288","Maitland - West",2009,"2008-09",202,NA
"3289","Maitland - West",2010,"2009-10",253,NA
"3290","Maitland - West",2011,"2010-11",434,NA
"3291","Maitland - West",2012,"2011-12",524,NA
"3292","Maitland - West",2013,"2012-13",447,NA
"3293","Maitland - West",2014,"2013-14",406,NA
"3294","Maitland - West",2015,"2014-15",506,NA
"3295","Thornton - Millers Forest",2007,"2006-07",47,NA
"3296","Thornton - Millers Forest",2008,"2007-08",-61,NA
"3297","Thornton - Millers Forest",2009,"2008-09",-6,NA
"3298","Thornton - Millers Forest",2010,"2009-10",-66,NA
"3299","Thornton - Millers Forest",2011,"2010-11",-46,NA
"3300","Thornton - Millers Forest",2012,"2011-12",7,NA
"3301","Thornton - Millers Forest",2013,"2012-13",9,NA
"3302","Thornton - Millers Forest",2014,"2013-14",5,NA
"3303","Thornton - Millers Forest",2015,"2014-15",2,NA
"3304","Anna Bay",2007,"2006-07",-37,NA
"3305","Anna Bay",2008,"2007-08",-48,NA
"3306","Anna Bay",2009,"2008-09",-51,NA
"3307","Anna Bay",2010,"2009-10",55,NA
"3308","Anna Bay",2011,"2010-11",32,NA
"3309","Anna Bay",2012,"2011-12",7,NA
"3310","Anna Bay",2013,"2012-13",44,NA
"3311","Anna Bay",2014,"2013-14",90,NA
"3312","Anna Bay",2015,"2014-15",91,NA
"3313","Lemon Tree Passage - Tanilba Bay",2007,"2006-07",-32,NA
"3314","Lemon Tree Passage - Tanilba Bay",2008,"2007-08",45,NA
"3315","Lemon Tree Passage - Tanilba Bay",2009,"2008-09",130,NA
"3316","Lemon Tree Passage - Tanilba Bay",2010,"2009-10",56,NA
"3317","Lemon Tree Passage - Tanilba Bay",2011,"2010-11",143,NA
"3318","Lemon Tree Passage - Tanilba Bay",2012,"2011-12",107,NA
"3319","Lemon Tree Passage - Tanilba Bay",2013,"2012-13",108,NA
"3320","Lemon Tree Passage - Tanilba Bay",2014,"2013-14",83,NA
"3321","Lemon Tree Passage - Tanilba Bay",2015,"2014-15",95,NA
"3322","Nelson Bay Peninsula",2007,"2006-07",356,NA
"3323","Nelson Bay Peninsula",2008,"2007-08",182,NA
"3324","Nelson Bay Peninsula",2009,"2008-09",179,NA
"3325","Nelson Bay Peninsula",2010,"2009-10",308,NA
"3326","Nelson Bay Peninsula",2011,"2010-11",261,NA
"3327","Nelson Bay Peninsula",2012,"2011-12",269,NA
"3328","Nelson Bay Peninsula",2013,"2012-13",234,NA
"3329","Nelson Bay Peninsula",2014,"2013-14",306,NA
"3330","Nelson Bay Peninsula",2015,"2014-15",366,NA
"3331","Raymond Terrace",2007,"2006-07",103,NA
"3332","Raymond Terrace",2008,"2007-08",-7,NA
"3333","Raymond Terrace",2009,"2008-09",51,NA
"3334","Raymond Terrace",2010,"2009-10",54,NA
"3335","Raymond Terrace",2011,"2010-11",71,NA
"3336","Raymond Terrace",2012,"2011-12",65,NA
"3337","Raymond Terrace",2013,"2012-13",39,NA
"3338","Raymond Terrace",2014,"2013-14",15,NA
"3339","Raymond Terrace",2015,"2014-15",-41,NA
"3340","Seaham - Woodville",2007,"2006-07",9,NA
"3341","Seaham - Woodville",2008,"2007-08",32,NA
"3342","Seaham - Woodville",2009,"2008-09",43,NA
"3343","Seaham - Woodville",2010,"2009-10",30,NA
"3344","Seaham - Woodville",2011,"2010-11",3,NA
"3345","Seaham - Woodville",2012,"2011-12",69,NA
"3346","Seaham - Woodville",2013,"2012-13",75,NA
"3347","Seaham - Woodville",2014,"2013-14",35,NA
"3348","Seaham - Woodville",2015,"2014-15",81,NA
"3349","Tea Gardens - Hawks Nest",2007,"2006-07",63,NA
"3350","Tea Gardens - Hawks Nest",2008,"2007-08",2,NA
"3351","Tea Gardens - Hawks Nest",2009,"2008-09",22,NA
"3352","Tea Gardens - Hawks Nest",2010,"2009-10",3,NA
"3353","Tea Gardens - Hawks Nest",2011,"2010-11",46,NA
"3354","Tea Gardens - Hawks Nest",2012,"2011-12",45,NA
"3355","Tea Gardens - Hawks Nest",2013,"2012-13",36,NA
"3356","Tea Gardens - Hawks Nest",2014,"2013-14",20,NA
"3357","Tea Gardens - Hawks Nest",2015,"2014-15",25,NA
"3358","Williamtown - Medowie - Karuah",2007,"2006-07",61,NA
"3359","Williamtown - Medowie - Karuah",2008,"2007-08",13,NA
"3360","Williamtown - Medowie - Karuah",2009,"2008-09",46,NA
"3361","Williamtown - Medowie - Karuah",2010,"2009-10",0,NA
"3362","Williamtown - Medowie - Karuah",2011,"2010-11",-40,NA
"3363","Williamtown - Medowie - Karuah",2012,"2011-12",80,NA
"3364","Williamtown - Medowie - Karuah",2013,"2012-13",-38,NA
"3365","Williamtown - Medowie - Karuah",2014,"2013-14",-115,NA
"3366","Williamtown - Medowie - Karuah",2015,"2014-15",23,NA
"3367","Muswellbrook",2007,"2006-07",-67,NA
"3368","Muswellbrook",2008,"2007-08",-254,NA
"3369","Muswellbrook",2009,"2008-09",-66,NA
"3370","Muswellbrook",2010,"2009-10",31,NA
"3371","Muswellbrook",2011,"2010-11",38,NA
"3372","Muswellbrook",2012,"2011-12",34,NA
"3373","Muswellbrook",2013,"2012-13",-195,NA
"3374","Muswellbrook",2014,"2013-14",-50,NA
"3375","Muswellbrook",2015,"2014-15",34,NA
"3376","Muswellbrook Region",2007,"2006-07",-100,NA
"3377","Muswellbrook Region",2008,"2007-08",-89,NA
"3378","Muswellbrook Region",2009,"2008-09",4,NA
"3379","Muswellbrook Region",2010,"2009-10",32,NA
"3380","Muswellbrook Region",2011,"2010-11",-42,NA
"3381","Muswellbrook Region",2012,"2011-12",-19,NA
"3382","Muswellbrook Region",2013,"2012-13",17,NA
"3383","Muswellbrook Region",2014,"2013-14",-29,NA
"3384","Muswellbrook Region",2015,"2014-15",-7,NA
"3385","Scone",2007,"2006-07",-43,NA
"3386","Scone",2008,"2007-08",41,NA
"3387","Scone",2009,"2008-09",-12,NA
"3388","Scone",2010,"2009-10",33,NA
"3389","Scone",2011,"2010-11",86,NA
"3390","Scone",2012,"2011-12",62,NA
"3391","Scone",2013,"2012-13",33,NA
"3392","Scone",2014,"2013-14",-94,NA
"3393","Scone",2015,"2014-15",-117,NA
"3394","Scone Region",2007,"2006-07",-56,NA
"3395","Scone Region",2008,"2007-08",-23,NA
"3396","Scone Region",2009,"2008-09",-102,NA
"3397","Scone Region",2010,"2009-10",43,NA
"3398","Scone Region",2011,"2010-11",-1,NA
"3399","Scone Region",2012,"2011-12",81,NA
"3400","Scone Region",2013,"2012-13",-76,NA
"3401","Scone Region",2014,"2013-14",-64,NA
"3402","Scone Region",2015,"2014-15",-154,NA
"3403","Berkeley - Warrawong - Windang",2007,"2006-07",-47,NA
"3404","Berkeley - Warrawong - Windang",2008,"2007-08",-102,NA
"3405","Berkeley - Warrawong - Windang",2009,"2008-09",35,NA
"3406","Berkeley - Warrawong - Windang",2010,"2009-10",98,NA
"3407","Berkeley - Warrawong - Windang",2011,"2010-11",33,NA
"3408","Berkeley - Warrawong - Windang",2012,"2011-12",-57,NA
"3409","Berkeley - Warrawong - Windang",2013,"2012-13",-51,NA
"3410","Berkeley - Warrawong - Windang",2014,"2013-14",-65,NA
"3411","Berkeley - Warrawong - Windang",2015,"2014-15",64,NA
"3412","Dapto - Avondale",2007,"2006-07",114,NA
"3413","Dapto - Avondale",2008,"2007-08",85,NA
"3414","Dapto - Avondale",2009,"2008-09",64,NA
"3415","Dapto - Avondale",2010,"2009-10",122,NA
"3416","Dapto - Avondale",2011,"2010-11",72,NA
"3417","Dapto - Avondale",2012,"2011-12",-58,NA
"3418","Dapto - Avondale",2013,"2012-13",-52,NA
"3419","Dapto - Avondale",2014,"2013-14",179,NA
"3420","Dapto - Avondale",2015,"2014-15",202,NA
"3421","Horsley - Kembla Grange",2007,"2006-07",33,NA
"3422","Horsley - Kembla Grange",2008,"2007-08",-58,NA
"3423","Horsley - Kembla Grange",2009,"2008-09",11,NA
"3424","Horsley - Kembla Grange",2010,"2009-10",8,NA
"3425","Horsley - Kembla Grange",2011,"2010-11",41,NA
"3426","Horsley - Kembla Grange",2012,"2011-12",-37,NA
"3427","Horsley - Kembla Grange",2013,"2012-13",-61,NA
"3428","Horsley - Kembla Grange",2014,"2013-14",110,NA
"3429","Horsley - Kembla Grange",2015,"2014-15",113,NA
"3430","Port Kembla Industrial",2007,"2006-07",0,NA
"3431","Port Kembla Industrial",2008,"2007-08",0,NA
"3432","Port Kembla Industrial",2009,"2008-09",0,NA
"3433","Port Kembla Industrial",2010,"2009-10",0,NA
"3434","Port Kembla Industrial",2011,"2010-11",0,NA
"3435","Port Kembla Industrial",2012,"2011-12",0,NA
"3436","Port Kembla Industrial",2013,"2012-13",0,NA
"3437","Port Kembla Industrial",2014,"2013-14",0,NA
"3438","Port Kembla Industrial",2015,"2014-15",0,NA
"3439","Unanderra - Mount Kembla",2007,"2006-07",-109,NA
"3440","Unanderra - Mount Kembla",2008,"2007-08",-131,NA
"3441","Unanderra - Mount Kembla",2009,"2008-09",-188,NA
"3442","Unanderra - Mount Kembla",2010,"2009-10",-18,NA
"3443","Unanderra - Mount Kembla",2011,"2010-11",-185,NA
"3444","Unanderra - Mount Kembla",2012,"2011-12",-93,NA
"3445","Unanderra - Mount Kembla",2013,"2012-13",-131,NA
"3446","Unanderra - Mount Kembla",2014,"2013-14",-157,NA
"3447","Unanderra - Mount Kembla",2015,"2014-15",-74,NA
"3448","Illawarra Catchment Reserve",2007,"2006-07",0,NA
"3449","Illawarra Catchment Reserve",2008,"2007-08",0,NA
"3450","Illawarra Catchment Reserve",2009,"2008-09",0,NA
"3451","Illawarra Catchment Reserve",2010,"2009-10",0,NA
"3452","Illawarra Catchment Reserve",2011,"2010-11",0,NA
"3453","Illawarra Catchment Reserve",2012,"2011-12",0,NA
"3454","Illawarra Catchment Reserve",2013,"2012-13",0,NA
"3455","Illawarra Catchment Reserve",2014,"2013-14",0,NA
"3456","Illawarra Catchment Reserve",2015,"2014-15",0,NA
"3457","Albion Park - Macquarie Pass",2007,"2006-07",81,NA
"3458","Albion Park - Macquarie Pass",2008,"2007-08",25,NA
"3459","Albion Park - Macquarie Pass",2009,"2008-09",101,NA
"3460","Albion Park - Macquarie Pass",2010,"2009-10",106,NA
"3461","Albion Park - Macquarie Pass",2011,"2010-11",38,NA
"3462","Albion Park - Macquarie Pass",2012,"2011-12",-27,NA
"3463","Albion Park - Macquarie Pass",2013,"2012-13",-41,NA
"3464","Albion Park - Macquarie Pass",2014,"2013-14",-22,NA
"3465","Albion Park - Macquarie Pass",2015,"2014-15",38,NA
"3466","Albion Park Rail",2007,"2006-07",-34,NA
"3467","Albion Park Rail",2008,"2007-08",-29,NA
