"","Region","TIME_FY","Time","Value","dist_from_syd"
"3705","Port Macquarie - East",2012,"2011-12",77,NA
"3706","Port Macquarie - East",2013,"2012-13",-62,NA
"3707","Port Macquarie - East",2014,"2013-14",107,NA
"3708","Port Macquarie - East",2015,"2014-15",223,NA
"3709","Port Macquarie - West",2007,"2006-07",619,NA
"3710","Port Macquarie - West",2008,"2007-08",432,NA
"3711","Port Macquarie - West",2009,"2008-09",440,NA
"3712","Port Macquarie - West",2010,"2009-10",574,NA
"3713","Port Macquarie - West",2011,"2010-11",405,NA
"3714","Port Macquarie - West",2012,"2011-12",374,NA
"3715","Port Macquarie - West",2013,"2012-13",300,NA
"3716","Port Macquarie - West",2014,"2013-14",444,NA
"3717","Port Macquarie - West",2015,"2014-15",460,NA
"3718","Port Macquarie Region",2007,"2006-07",-56,NA
"3719","Port Macquarie Region",2008,"2007-08",-46,NA
"3720","Port Macquarie Region",2009,"2008-09",-112,NA
"3721","Port Macquarie Region",2010,"2009-10",-35,NA
"3722","Port Macquarie Region",2011,"2010-11",-54,NA
"3723","Port Macquarie Region",2012,"2011-12",-47,NA
"3724","Port Macquarie Region",2013,"2012-13",-113,NA
"3725","Port Macquarie Region",2014,"2013-14",-34,NA
"3726","Port Macquarie Region",2015,"2014-15",-22,NA
"3727","Wauchope",2007,"2006-07",169,NA
"3728","Wauchope",2008,"2007-08",156,NA
"3729","Wauchope",2009,"2008-09",71,NA
"3730","Wauchope",2010,"2009-10",191,NA
"3731","Wauchope",2011,"2010-11",83,NA
"3732","Wauchope",2012,"2011-12",74,NA
"3733","Wauchope",2013,"2012-13",23,NA
"3734","Wauchope",2014,"2013-14",96,NA
"3735","Wauchope",2015,"2014-15",163,NA
"3736","Gloucester",2007,"2006-07",-11,NA
"3737","Gloucester",2008,"2007-08",1,NA
"3738","Gloucester",2009,"2008-09",21,NA
"3739","Gloucester",2010,"2009-10",70,NA
"3740","Gloucester",2011,"2010-11",61,NA
"3741","Gloucester",2012,"2011-12",-23,NA
"3742","Gloucester",2013,"2012-13",-68,NA
"3743","Gloucester",2014,"2013-14",87,NA
"3744","Gloucester",2015,"2014-15",115,NA
"3745","Old Bar - Manning Point - Red Head",2007,"2006-07",-2,NA
"3746","Old Bar - Manning Point - Red Head",2008,"2007-08",-29,NA
"3747","Old Bar - Manning Point - Red Head",2009,"2008-09",37,NA
"3748","Old Bar - Manning Point - Red Head",2010,"2009-10",-24,NA
"3749","Old Bar - Manning Point - Red Head",2011,"2010-11",129,NA
"3750","Old Bar - Manning Point - Red Head",2012,"2011-12",4,NA
"3751","Old Bar - Manning Point - Red Head",2013,"2012-13",102,NA
"3752","Old Bar - Manning Point - Red Head",2014,"2013-14",-15,NA
"3753","Old Bar - Manning Point - Red Head",2015,"2014-15",40,NA
"3754","Taree",2007,"2006-07",-12,NA
"3755","Taree",2008,"2007-08",9,NA
"3756","Taree",2009,"2008-09",101,NA
"3757","Taree",2010,"2009-10",138,NA
"3758","Taree",2011,"2010-11",269,NA
"3759","Taree",2012,"2011-12",60,NA
"3760","Taree",2013,"2012-13",268,NA
"3761","Taree",2014,"2013-14",-25,NA
"3762","Taree",2015,"2014-15",34,NA
"3763","Taree Region",2007,"2006-07",75,NA
"3764","Taree Region",2008,"2007-08",59,NA
"3765","Taree Region",2009,"2008-09",61,NA
"3766","Taree Region",2010,"2009-10",49,NA
"3767","Taree Region",2011,"2010-11",77,NA
"3768","Taree Region",2012,"2011-12",144,NA
"3769","Taree Region",2013,"2012-13",140,NA
"3770","Taree Region",2014,"2013-14",77,NA
"3771","Taree Region",2015,"2014-15",197,NA
"3772","Wingham",2007,"2006-07",-21,NA
"3773","Wingham",2008,"2007-08",-63,NA
"3774","Wingham",2009,"2008-09",-28,NA
"3775","Wingham",2010,"2009-10",-32,NA
"3776","Wingham",2011,"2010-11",-73,NA
"3777","Wingham",2012,"2011-12",-3,NA
"3778","Wingham",2013,"2012-13",-17,NA
"3779","Wingham",2014,"2013-14",-4,NA
"3780","Wingham",2015,"2014-15",50,NA
"3781","Albury - East",2007,"2006-07",37,NA
"3782","Albury - East",2008,"2007-08",53,NA
"3783","Albury - East",2009,"2008-09",-24,NA
"3784","Albury - East",2010,"2009-10",-12,NA
"3785","Albury - East",2011,"2010-11",26,NA
"3786","Albury - East",2012,"2011-12",-25,NA
"3787","Albury - East",2013,"2012-13",-50,NA
"3788","Albury - East",2014,"2013-14",61,NA
"3789","Albury - East",2015,"2014-15",20,NA
"3790","Albury - North",2007,"2006-07",5,NA
"3791","Albury - North",2008,"2007-08",29,NA
"3792","Albury - North",2009,"2008-09",-79,NA
"3793","Albury - North",2010,"2009-10",34,NA
"3794","Albury - North",2011,"2010-11",72,NA
"3795","Albury - North",2012,"2011-12",-25,NA
"3796","Albury - North",2013,"2012-13",-12,NA
"3797","Albury - North",2014,"2013-14",18,NA
"3798","Albury - North",2015,"2014-15",-10,NA
"3799","Albury - South",2007,"2006-07",-12,NA
"3800","Albury - South",2008,"2007-08",-13,NA
"3801","Albury - South",2009,"2008-09",-67,NA
"3802","Albury - South",2010,"2009-10",-32,NA
"3803","Albury - South",2011,"2010-11",6,NA
"3804","Albury - South",2012,"2011-12",-67,NA
"3805","Albury - South",2013,"2012-13",-52,NA
"3806","Albury - South",2014,"2013-14",8,NA
"3807","Albury - South",2015,"2014-15",-6,NA
"3808","Albury Region",2007,"2006-07",-9,NA
"3809","Albury Region",2008,"2007-08",-45,NA
"3810","Albury Region",2009,"2008-09",-52,NA
"3811","Albury Region",2010,"2009-10",-27,NA
"3812","Albury Region",2011,"2010-11",-109,NA
"3813","Albury Region",2012,"2011-12",-5,NA
"3814","Albury Region",2013,"2012-13",-25,NA
"3815","Albury Region",2014,"2013-14",42,NA
"3816","Albury Region",2015,"2014-15",25,NA
"3817","Lavington",2007,"2006-07",-147,NA
"3818","Lavington",2008,"2007-08",-135,NA
"3819","Lavington",2009,"2008-09",-1,NA
"3820","Lavington",2010,"2009-10",20,NA
"3821","Lavington",2011,"2010-11",-28,NA
"3822","Lavington",2012,"2011-12",-176,NA
"3823","Lavington",2013,"2012-13",-8,NA
"3824","Lavington",2014,"2013-14",-60,NA
"3825","Lavington",2015,"2014-15",-6,NA
"3826","Hay",2007,"2006-07",-102,NA
"3827","Hay",2008,"2007-08",-115,NA
"3828","Hay",2009,"2008-09",-97,NA
"3829","Hay",2010,"2009-10",-59,NA
"3830","Hay",2011,"2010-11",-65,NA
"3831","Hay",2012,"2011-12",-40,NA
"3832","Hay",2013,"2012-13",-68,NA
"3833","Hay",2014,"2013-14",9,NA
"3834","Hay",2015,"2014-15",0,NA
"3835","Wentworth - Buronga",2007,"2006-07",-34,NA
"3836","Wentworth - Buronga",2008,"2007-08",-37,NA
"3837","Wentworth - Buronga",2009,"2008-09",-172,NA
"3838","Wentworth - Buronga",2010,"2009-10",-31,NA
"3839","Wentworth - Buronga",2011,"2010-11",-46,NA
"3840","Wentworth - Buronga",2012,"2011-12",-62,NA
"3841","Wentworth - Buronga",2013,"2012-13",6,NA
"3842","Wentworth - Buronga",2014,"2013-14",91,NA
"3843","Wentworth - Buronga",2015,"2014-15",-19,NA
"3844","Wentworth-Balranald Region",2007,"2006-07",-114,NA
"3845","Wentworth-Balranald Region",2008,"2007-08",-78,NA
"3846","Wentworth-Balranald Region",2009,"2008-09",-75,NA
"3847","Wentworth-Balranald Region",2010,"2009-10",-60,NA
"3848","Wentworth-Balranald Region",2011,"2010-11",-79,NA
"3849","Wentworth-Balranald Region",2012,"2011-12",-40,NA
"3850","Wentworth-Balranald Region",2013,"2012-13",-18,NA
"3851","Wentworth-Balranald Region",2014,"2013-14",16,NA
"3852","Wentworth-Balranald Region",2015,"2014-15",-10,NA
"3853","Corowa",2007,"2006-07",-121,NA
"3854","Corowa",2008,"2007-08",-96,NA
"3855","Corowa",2009,"2008-09",-93,NA
"3856","Corowa",2010,"2009-10",-69,NA
"3857","Corowa",2011,"2010-11",-42,NA
"3858","Corowa",2012,"2011-12",-49,NA
"3859","Corowa",2013,"2012-13",45,NA
"3860","Corowa",2014,"2013-14",-49,NA
"3861","Corowa",2015,"2014-15",11,NA
"3862","Corowa Region",2007,"2006-07",-19,NA
"3863","Corowa Region",2008,"2007-08",-65,NA
"3864","Corowa Region",2009,"2008-09",-29,NA
"3865","Corowa Region",2010,"2009-10",43,NA
"3866","Corowa Region",2011,"2010-11",-20,NA
"3867","Corowa Region",2012,"2011-12",-7,NA
"3868","Corowa Region",2013,"2012-13",-75,NA
"3869","Corowa Region",2014,"2013-14",78,NA
"3870","Corowa Region",2015,"2014-15",46,NA
"3871","Deniliquin",2007,"2006-07",-67,NA
"3872","Deniliquin",2008,"2007-08",-161,NA
"3873","Deniliquin",2009,"2008-09",-228,NA
"3874","Deniliquin",2010,"2009-10",-156,NA
"3875","Deniliquin",2011,"2010-11",-11,NA
"3876","Deniliquin",2012,"2011-12",-33,NA
"3877","Deniliquin",2013,"2012-13",40,NA
"3878","Deniliquin",2014,"2013-14",-9,NA
"3879","Deniliquin",2015,"2014-15",-5,NA
"3880","Deniliquin Region",2007,"2006-07",-138,NA
"3881","Deniliquin Region",2008,"2007-08",-153,NA
"3882","Deniliquin Region",2009,"2008-09",-129,NA
"3883","Deniliquin Region",2010,"2009-10",-111,NA
"3884","Deniliquin Region",2011,"2010-11",-83,NA
"3885","Deniliquin Region",2012,"2011-12",-58,NA
"3886","Deniliquin Region",2013,"2012-13",-87,NA
"3887","Deniliquin Region",2014,"2013-14",3,NA
"3888","Deniliquin Region",2015,"2014-15",43,NA
"3889","Moama",2007,"2006-07",180,NA
"3890","Moama",2008,"2007-08",122,NA
"3891","Moama",2009,"2008-09",-5,NA
"3892","Moama",2010,"2009-10",138,NA
"3893","Moama",2011,"2010-11",86,NA
"3894","Moama",2012,"2011-12",45,NA
"3895","Moama",2013,"2012-13",69,NA
"3896","Moama",2014,"2013-14",70,NA
"3897","Moama",2015,"2014-15",79,NA
"3898","Tocumwal - Finley - Jerilderie",2007,"2006-07",-125,NA
"3899","Tocumwal - Finley - Jerilderie",2008,"2007-08",-73,NA
"3900","Tocumwal - Finley - Jerilderie",2009,"2008-09",-54,NA
"3901","Tocumwal - Finley - Jerilderie",2010,"2009-10",33,NA
"3902","Tocumwal - Finley - Jerilderie",2011,"2010-11",-15,NA
"3903","Tocumwal - Finley - Jerilderie",2012,"2011-12",29,NA
"3904","Tocumwal - Finley - Jerilderie",2013,"2012-13",-25,NA
"3905","Tocumwal - Finley - Jerilderie",2014,"2013-14",96,NA
"3906","Tocumwal - Finley - Jerilderie",2015,"2014-15",56,NA
"3907","Armidale",2007,"2006-07",-94,NA
"3908","Armidale",2008,"2007-08",209,NA
"3909","Armidale",2009,"2008-09",-17,NA
"3910","Armidale",2010,"2009-10",-9,NA
"3911","Armidale",2011,"2010-11",-28,NA
"3912","Armidale",2012,"2011-12",-54,NA
"3913","Armidale",2013,"2012-13",-104,NA
"3914","Armidale",2014,"2013-14",-199,NA
"3915","Armidale",2015,"2014-15",-193,NA
"3916","Armidale Region - North",2007,"2006-07",-2,NA
"3917","Armidale Region - North",2008,"2007-08",43,NA
"3918","Armidale Region - North",2009,"2008-09",15,NA
"3919","Armidale Region - North",2010,"2009-10",-17,NA
"3920","Armidale Region - North",2011,"2010-11",14,NA
"3921","Armidale Region - North",2012,"2011-12",-5,NA
"3922","Armidale Region - North",2013,"2012-13",57,NA
"3923","Armidale Region - North",2014,"2013-14",-57,NA
"3924","Armidale Region - North",2015,"2014-15",-84,NA
"3925","Armidale Region - South",2007,"2006-07",3,NA
"3926","Armidale Region - South",2008,"2007-08",-59,NA
"3927","Armidale Region - South",2009,"2008-09",12,NA
"3928","Armidale Region - South",2010,"2009-10",-43,NA
"3929","Armidale Region - South",2011,"2010-11",2,NA
"3930","Armidale Region - South",2012,"2011-12",15,NA
"3931","Armidale Region - South",2013,"2012-13",-33,NA
"3932","Armidale Region - South",2014,"2013-14",4,NA
"3933","Armidale Region - South",2015,"2014-15",-52,NA
"3934","Walcha",2007,"2006-07",-46,NA
"3935","Walcha",2008,"2007-08",-34,NA
"3936","Walcha",2009,"2008-09",-54,NA
"3937","Walcha",2010,"2009-10",-47,NA
"3938","Walcha",2011,"2010-11",-13,NA
"3939","Walcha",2012,"2011-12",-27,NA
"3940","Walcha",2013,"2012-13",-3,NA
"3941","Walcha",2014,"2013-14",-52,NA
"3942","Walcha",2015,"2014-15",-43,NA
"3943","Glen Innes",2007,"2006-07",-144,NA
"3944","Glen Innes",2008,"2007-08",-117,NA
"3945","Glen Innes",2009,"2008-09",-10,NA
"3946","Glen Innes",2010,"2009-10",14,NA
"3947","Glen Innes",2011,"2010-11",-86,NA
"3948","Glen Innes",2012,"2011-12",-32,NA
"3949","Glen Innes",2013,"2012-13",-57,NA
"3950","Glen Innes",2014,"2013-14",52,NA
"3951","Glen Innes",2015,"2014-15",37,NA
"3952","Inverell",2007,"2006-07",-16,NA
"3953","Inverell",2008,"2007-08",95,NA
"3954","Inverell",2009,"2008-09",-13,NA
"3955","Inverell",2010,"2009-10",12,NA
"3956","Inverell",2011,"2010-11",-19,NA
"3957","Inverell",2012,"2011-12",66,NA
"3958","Inverell",2013,"2012-13",93,NA
"3959","Inverell",2014,"2013-14",84,NA
"3960","Inverell",2015,"2014-15",44,NA
"3961","Inverell Region - East",2007,"2006-07",-32,NA
"3962","Inverell Region - East",2008,"2007-08",3,NA
"3963","Inverell Region - East",2009,"2008-09",-2,NA
"3964","Inverell Region - East",2010,"2009-10",13,NA
"3965","Inverell Region - East",2011,"2010-11",-30,NA
"3966","Inverell Region - East",2012,"2011-12",-70,NA
"3967","Inverell Region - East",2013,"2012-13",-81,NA
"3968","Inverell Region - East",2014,"2013-14",-72,NA
"3969","Inverell Region - East",2015,"2014-15",7,NA
"3970","Inverell Region - West",2007,"2006-07",-97,NA
"3971","Inverell Region - West",2008,"2007-08",-107,NA
"3972","Inverell Region - West",2009,"2008-09",-11,NA
"3973","Inverell Region - West",2010,"2009-10",21,NA
"3974","Inverell Region - West",2011,"2010-11",-45,NA
"3975","Inverell Region - West",2012,"2011-12",26,NA
"3976","Inverell Region - West",2013,"2012-13",-32,NA
"3977","Inverell Region - West",2014,"2013-14",-64,NA
"3978","Inverell Region - West",2015,"2014-15",55,NA
"3979","Tenterfield",2007,"2006-07",56,NA
"3980","Tenterfield",2008,"2007-08",-33,NA
"3981","Tenterfield",2009,"2008-09",39,NA
"3982","Tenterfield",2010,"2009-10",-43,NA
"3983","Tenterfield",2011,"2010-11",26,NA
"3984","Tenterfield",2012,"2011-12",-20,NA
"3985","Tenterfield",2013,"2012-13",-11,NA
"3986","Tenterfield",2014,"2013-14",21,NA
"3987","Tenterfield",2015,"2014-15",-1,NA
"3988","Moree",2007,"2006-07",-301,NA
"3989","Moree",2008,"2007-08",-317,NA
"3990","Moree",2009,"2008-09",-218,NA
"3991","Moree",2010,"2009-10",-79,NA
"3992","Moree",2011,"2010-11",-54,NA
"3993","Moree",2012,"2011-12",36,NA
"3994","Moree",2013,"2012-13",-36,NA
"3995","Moree",2014,"2013-14",-240,NA
"3996","Moree",2015,"2014-15",-303,NA
"3997","Moree Region",2007,"2006-07",-148,NA
"3998","Moree Region",2008,"2007-08",-181,NA
"3999","Moree Region",2009,"2008-09",-93,NA
"4000","Moree Region",2010,"2009-10",-83,NA
"4001","Moree Region",2011,"2010-11",-124,NA
"4002","Moree Region",2012,"2011-12",-54,NA
"4003","Moree Region",2013,"2012-13",-167,NA
"4004","Moree Region",2014,"2013-14",-102,NA
"4005","Moree Region",2015,"2014-15",-159,NA
"4006","Narrabri",2007,"2006-07",-71,NA
"4007","Narrabri",2008,"2007-08",-49,NA
"4008","Narrabri",2009,"2008-09",-46,NA
"4009","Narrabri",2010,"2009-10",-37,NA
"4010","Narrabri",2011,"2010-11",27,NA
"4011","Narrabri",2012,"2011-12",-18,NA
"4012","Narrabri",2013,"2012-13",22,NA
"4013","Narrabri",2014,"2013-14",-92,NA
"4014","Narrabri",2015,"2014-15",-34,NA
"4015","Narrabri Region",2007,"2006-07",-86,NA
"4016","Narrabri Region",2008,"2007-08",-101,NA
"4017","Narrabri Region",2009,"2008-09",6,NA
"4018","Narrabri Region",2010,"2009-10",-92,NA
"4019","Narrabri Region",2011,"2010-11",-43,NA
"4020","Narrabri Region",2012,"2011-12",-40,NA
"4021","Narrabri Region",2013,"2012-13",9,NA
"4022","Narrabri Region",2014,"2013-14",-41,NA
"4023","Narrabri Region",2015,"2014-15",-53,NA
"4024","Gunnedah",2007,"2006-07",59,NA
"4025","Gunnedah",2008,"2007-08",-16,NA
"4026","Gunnedah",2009,"2008-09",-2,NA
"4027","Gunnedah",2010,"2009-10",84,NA
"4028","Gunnedah",2011,"2010-11",7,NA
"4029","Gunnedah",2012,"2011-12",38,NA
"4030","Gunnedah",2013,"2012-13",7,NA
"4031","Gunnedah",2014,"2013-14",54,NA
"4032","Gunnedah",2015,"2014-15",-17,NA
"4033","Gunnedah Region",2007,"2006-07",-90,NA
"4034","Gunnedah Region",2008,"2007-08",-88,NA
"4035","Gunnedah Region",2009,"2008-09",49,NA
"4036","Gunnedah Region",2010,"2009-10",19,NA
"4037","Gunnedah Region",2011,"2010-11",-22,NA
"4038","Gunnedah Region",2012,"2011-12",-49,NA
"4039","Gunnedah Region",2013,"2012-13",-88,NA
"4040","Gunnedah Region",2014,"2013-14",-9,NA
"4041","Gunnedah Region",2015,"2014-15",13,NA
"4042","Quirindi",2007,"2006-07",3,NA
"4043","Quirindi",2008,"2007-08",-29,NA
"4044","Quirindi",2009,"2008-09",25,NA
"4045","Quirindi",2010,"2009-10",-21,NA
"4046","Quirindi",2011,"2010-11",-6,NA
"4047","Quirindi",2012,"2011-12",12,NA
"4048","Quirindi",2013,"2012-13",-83,NA
"4049","Quirindi",2014,"2013-14",11,NA
"4050","Quirindi",2015,"2014-15",-32,NA
"4051","Tamworth - East",2007,"2006-07",-240,NA
"4052","Tamworth - East",2008,"2007-08",-296,NA
"4053","Tamworth - East",2009,"2008-09",-105,NA
"4054","Tamworth - East",2010,"2009-10",-32,NA
"4055","Tamworth - East",2011,"2010-11",36,NA
"4056","Tamworth - East",2012,"2011-12",-129,NA
"4057","Tamworth - East",2013,"2012-13",-91,NA
"4058","Tamworth - East",2014,"2013-14",-58,NA
"4059","Tamworth - East",2015,"2014-15",-106,NA
"4060","Tamworth - North",2007,"2006-07",164,NA
"4061","Tamworth - North",2008,"2007-08",195,NA
"4062","Tamworth - North",2009,"2008-09",314,NA
"4063","Tamworth - North",2010,"2009-10",242,NA
"4064","Tamworth - North",2011,"2010-11",319,NA
"4065","Tamworth - North",2012,"2011-12",318,NA
"4066","Tamworth - North",2013,"2012-13",180,NA
"4067","Tamworth - North",2014,"2013-14",233,NA
"4068","Tamworth - North",2015,"2014-15",79,NA
"4069","Tamworth - West",2007,"2006-07",-33,NA
"4070","Tamworth - West",2008,"2007-08",-45,NA
"4071","Tamworth - West",2009,"2008-09",57,NA
"4072","Tamworth - West",2010,"2009-10",33,NA
"4073","Tamworth - West",2011,"2010-11",67,NA
"4074","Tamworth - West",2012,"2011-12",26,NA
"4075","Tamworth - West",2013,"2012-13",-8,NA
"4076","Tamworth - West",2014,"2013-14",28,NA
"4077","Tamworth - West",2015,"2014-15",-15,NA
"4078","Tamworth Region",2007,"2006-07",-98,NA
"4079","Tamworth Region",2008,"2007-08",-109,NA
"4080","Tamworth Region",2009,"2008-09",30,NA
"4081","Tamworth Region",2010,"2009-10",50,NA
"4082","Tamworth Region",2011,"2010-11",118,NA
"4083","Tamworth Region",2012,"2011-12",-11,NA
"4084","Tamworth Region",2013,"2012-13",-11,NA
"4085","Tamworth Region",2014,"2013-14",98,NA
"4086","Tamworth Region",2015,"2014-15",19,NA
"4087","Belmont - Bennetts Green",2007,"2006-07",148,NA
"4088","Belmont - Bennetts Green",2008,"2007-08",112,NA
"4089","Belmont - Bennetts Green",2009,"2008-09",166,NA
"4090","Belmont - Bennetts Green",2010,"2009-10",122,NA
"4091","Belmont - Bennetts Green",2011,"2010-11",177,NA
"4092","Belmont - Bennetts Green",2012,"2011-12",143,NA
"4093","Belmont - Bennetts Green",2013,"2012-13",125,NA
"4094","Belmont - Bennetts Green",2014,"2013-14",97,NA
"4095","Belmont - Bennetts Green",2015,"2014-15",58,NA
"4096","Belmont South - Blacksmiths",2007,"2006-07",11,NA
"4097","Belmont South - Blacksmiths",2008,"2007-08",-2,NA
"4098","Belmont South - Blacksmiths",2009,"2008-09",2,NA
"4099","Belmont South - Blacksmiths",2010,"2009-10",47,NA
"4100","Belmont South - Blacksmiths",2011,"2010-11",47,NA
"4101","Belmont South - Blacksmiths",2012,"2011-12",25,NA
"4102","Belmont South - Blacksmiths",2013,"2012-13",18,NA
"4103","Belmont South - Blacksmiths",2014,"2013-14",60,NA
"4104","Belmont South - Blacksmiths",2015,"2014-15",44,NA
"4105","Charlestown - Dudley",2007,"2006-07",-31,NA
"4106","Charlestown - Dudley",2008,"2007-08",3,NA
"4107","Charlestown - Dudley",2009,"2008-09",84,NA
"4108","Charlestown - Dudley",2010,"2009-10",95,NA
"4109","Charlestown - Dudley",2011,"2010-11",112,NA
"4110","Charlestown - Dudley",2012,"2011-12",84,NA
"4111","Charlestown - Dudley",2013,"2012-13",31,NA
"4112","Charlestown - Dudley",2014,"2013-14",-47,NA
"4113","Charlestown - Dudley",2015,"2014-15",-30,NA
"4114","Glendale - Cardiff - Hillsborough",2007,"2006-07",-26,NA
"4115","Glendale - Cardiff - Hillsborough",2008,"2007-08",87,NA
"4116","Glendale - Cardiff - Hillsborough",2009,"2008-09",10,NA
"4117","Glendale - Cardiff - Hillsborough",2010,"2009-10",123,NA
"4118","Glendale - Cardiff - Hillsborough",2011,"2010-11",30,NA
"4119","Glendale - Cardiff - Hillsborough",2012,"2011-12",315,NA
"4120","Glendale - Cardiff - Hillsborough",2013,"2012-13",184,NA
"4121","Glendale - Cardiff - Hillsborough",2014,"2013-14",251,NA
"4122","Glendale - Cardiff - Hillsborough",2015,"2014-15",133,NA
"4123","Mount Hutton - Windale",2007,"2006-07",-12,NA
"4124","Mount Hutton - Windale",2008,"2007-08",-41,NA
"4125","Mount Hutton - Windale",2009,"2008-09",7,NA
"4126","Mount Hutton - Windale",2010,"2009-10",-13,NA
"4127","Mount Hutton - Windale",2011,"2010-11",-1,NA
"4128","Mount Hutton - Windale",2012,"2011-12",17,NA
"4129","Mount Hutton - Windale",2013,"2012-13",-4,NA
"4130","Mount Hutton - Windale",2014,"2013-14",-23,NA
"4131","Mount Hutton - Windale",2015,"2014-15",-44,NA
"4132","Redhead",2007,"2006-07",43,NA
"4133","Redhead",2008,"2007-08",48,NA
"4134","Redhead",2009,"2008-09",71,NA
"4135","Redhead",2010,"2009-10",29,NA
"4136","Redhead",2011,"2010-11",42,NA
"4137","Redhead",2012,"2011-12",56,NA
"4138","Redhead",2013,"2012-13",34,NA
"4139","Redhead",2014,"2013-14",23,NA
"4140","Redhead",2015,"2014-15",53,NA
"4141","Swansea - Caves Beach",2007,"2006-07",45,NA
"4142","Swansea - Caves Beach",2008,"2007-08",-35,NA
"4143","Swansea - Caves Beach",2009,"2008-09",42,NA
"4144","Swansea - Caves Beach",2010,"2009-10",37,NA
"4145","Swansea - Caves Beach",2011,"2010-11",117,NA
"4146","Swansea - Caves Beach",2012,"2011-12",35,NA
"4147","Swansea - Caves Beach",2013,"2012-13",66,NA
"4148","Swansea - Caves Beach",2014,"2013-14",152,NA
"4149","Swansea - Caves Beach",2015,"2014-15",196,NA
"4150","Valentine - Eleebana",2007,"2006-07",-200,NA
"4151","Valentine - Eleebana",2008,"2007-08",-196,NA
"4152","Valentine - Eleebana",2009,"2008-09",-149,NA
"4153","Valentine - Eleebana",2010,"2009-10",-123,NA
"4154","Valentine - Eleebana",2011,"2010-11",-113,NA
"4155","Valentine - Eleebana",2012,"2011-12",-92,NA
"4156","Valentine - Eleebana",2013,"2012-13",-176,NA
"4157","Valentine - Eleebana",2014,"2013-14",-134,NA
"4158","Valentine - Eleebana",2015,"2014-15",-112,NA
"4159","Warners Bay - Boolaroo",2007,"2006-07",-142,NA
"4160","Warners Bay - Boolaroo",2008,"2007-08",-143,NA
"4161","Warners Bay - Boolaroo",2009,"2008-09",-50,NA
"4162","Warners Bay - Boolaroo",2010,"2009-10",-89,NA
"4163","Warners Bay - Boolaroo",2011,"2010-11",-93,NA
"4164","Warners Bay - Boolaroo",2012,"2011-12",-107,NA
"4165","Warners Bay - Boolaroo",2013,"2012-13",-140,NA
"4166","Warners Bay - Boolaroo",2014,"2013-14",-98,NA
"4167","Warners Bay - Boolaroo",2015,"2014-15",-151,NA
"4168","Bolton Point - Teralba",2007,"2006-07",12,NA
"4169","Bolton Point - Teralba",2008,"2007-08",-16,NA
"4170","Bolton Point - Teralba",2009,"2008-09",42,NA
"4171","Bolton Point - Teralba",2010,"2009-10",-15,NA
"4172","Bolton Point - Teralba",2011,"2010-11",-6,NA
"4173","Bolton Point - Teralba",2012,"2011-12",22,NA
"4174","Bolton Point - Teralba",2013,"2012-13",59,NA
"4175","Bolton Point - Teralba",2014,"2013-14",41,NA
"4176","Bolton Point - Teralba",2015,"2014-15",-9,NA
"4177","Bonnells Bay - Silverwater",2007,"2006-07",-64,NA
"4178","Bonnells Bay - Silverwater",2008,"2007-08",3,NA
"4179","Bonnells Bay - Silverwater",2009,"2008-09",28,NA
"4180","Bonnells Bay - Silverwater",2010,"2009-10",-66,NA
"4181","Bonnells Bay - Silverwater",2011,"2010-11",52,NA
"4182","Bonnells Bay - Silverwater",2012,"2011-12",98,NA
"4183","Bonnells Bay - Silverwater",2013,"2012-13",43,NA
"4184","Bonnells Bay - Silverwater",2014,"2013-14",106,NA
"4185","Bonnells Bay - Silverwater",2015,"2014-15",125,NA
"4186","Edgeworth - Cameron Park",2007,"2006-07",105,NA
"4187","Edgeworth - Cameron Park",2008,"2007-08",211,NA
"4188","Edgeworth - Cameron Park",2009,"2008-09",107,NA
"4189","Edgeworth - Cameron Park",2010,"2009-10",219,NA
"4190","Edgeworth - Cameron Park",2011,"2010-11",122,NA
"4191","Edgeworth - Cameron Park",2012,"2011-12",300,NA
"4192","Edgeworth - Cameron Park",2013,"2012-13",207,NA
"4193","Edgeworth - Cameron Park",2014,"2013-14",238,NA
"4194","Edgeworth - Cameron Park",2015,"2014-15",168,NA
"4195","Morisset - Cooranbong",2007,"2006-07",67,NA
"4196","Morisset - Cooranbong",2008,"2007-08",87,NA
"4197","Morisset - Cooranbong",2009,"2008-09",142,NA
"4198","Morisset - Cooranbong",2010,"2009-10",242,NA
"4199","Morisset - Cooranbong",2011,"2010-11",155,NA
"4200","Morisset - Cooranbong",2012,"2011-12",166,NA
"4201","Morisset - Cooranbong",2013,"2012-13",340,NA
"4202","Morisset - Cooranbong",2014,"2013-14",196,NA
"4203","Morisset - Cooranbong",2015,"2014-15",211,NA
"4204","Toronto - Awaba",2007,"2006-07",-46,NA
"4205","Toronto - Awaba",2008,"2007-08",-59,NA
"4206","Toronto - Awaba",2009,"2008-09",15,NA
"4207","Toronto - Awaba",2010,"2009-10",-99,NA
"4208","Toronto - Awaba",2011,"2010-11",197,NA
"4209","Toronto - Awaba",2012,"2011-12",34,NA
"4210","Toronto - Awaba",2013,"2012-13",159,NA
"4211","Toronto - Awaba",2014,"2013-14",-93,NA
"4212","Toronto - Awaba",2015,"2014-15",18,NA
"4213","Wangi Wangi - Rathmines",2007,"2006-07",-88,NA
"4214","Wangi Wangi - Rathmines",2008,"2007-08",-102,NA
"4215","Wangi Wangi - Rathmines",2009,"2008-09",-1,NA
"4216","Wangi Wangi - Rathmines",2010,"2009-10",127,NA
